time_s,seq_id,EMG_RH_Env,EMG_LH_Env,L_Angle,R_Angle,L_Torque,R_Torque,Squat_Ph,User_intent
134.574401,13901,0.00159511,0.01020912,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.574401,13902,0.00134744,0.01028364,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.607226,13903,0.00136023,0.00997210,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.607226,13904,0.00164827,0.01015939,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.607226,13905,0.00206949,0.01006156,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.607226,13906,0.00197199,0.00976820,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.640880,13907,0.00213664,0.00966361,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.640880,13908,0.00199801,0.00942603,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.640880,13909,0.00221488,0.00942483,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.669479,13910,0.00231116,0.00938205,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.669479,13911,0.00197869,0.00936685,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.669479,13912,0.00197694,0.00923962,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.702713,13913,0.00174580,0.01016054,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.702713,13914,0.00162060,0.01001421,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.702713,13915,0.00181250,0.00925198,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.733160,13916,0.00176026,0.00913976,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.733160,13917,0.00170958,0.00940727,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.733160,13918,0.00169135,0.00935155,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.770336,13919,0.00216015,0.00965523,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.770336,13920,0.00220013,0.01035671,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.770336,13921,0.00216355,0.01048320,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.798457,13922,0.00197542,0.01081048,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.798457,13923,0.00184044,0.01110656,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.798457,13924,0.00186406,0.01077198,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.798457,13925,0.00181693,0.01111691,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.830251,13926,0.00188087,0.01157542,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.830251,13927,0.00197067,0.01174000,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.830251,13928,0.00171614,0.01081470,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.861889,13929,0.00179790,0.01071562,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.861889,13930,0.00159943,0.01075210,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.861889,13931,0.00138704,0.01062489,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.893294,13932,0.00163477,0.01075878,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.893294,13933,0.00149862,0.01035426,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.893294,13934,0.00157926,0.01003456,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.925136,13935,0.00166189,0.01003028,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.925136,13936,0.00153119,0.01046861,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.925136,13937,0.00144952,0.01076539,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.956281,13938,0.00168545,0.01099968,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.956281,13939,0.00195845,0.01027078,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.956281,13940,0.00208373,0.00952963,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.986751,13941,0.00226347,0.01016465,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.986751,13942,0.00212226,0.01071345,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.986751,13943,0.00198047,0.01040959,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
134.986751,13944,0.00256888,0.00983457,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
135.018394,13945,0.00236704,0.00980012,-9.15527344,-8.60595703,0.00000000,0.00000000,0.00000000,0.00000000
